FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Toby,Alderweireld,DEF,TOT,6000000,6,27,3.9,6.5e-07,4.5e-06,0,226975,3,5,0,0,0,0,0,4.5,32604,0,0,27,0,0.7,0,4.3,2,0,4,0,0,12.3,124880,0,0,0,0,630,6646,0,0,146,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,3.6,3.9,3.5,4.1,3.1,4.1,3.7,5.8,3.7,4.7,3.9,5.3,2.9,4.7,5.5,3.1,5.8,2.3,4.0,4.7,5.8,3.4,4.5,3.4,5.4,4.5,2.0,5.1,2.8,5.1,2.7,22.0
Trent,Alexander-Arnold,DEF,LIV,4400000,0,1,0.0476190476190476,1.08225108225108e-08,2.2727272727272702e-07,0,118959,2,8,0,0,0,0,0,0.2,13147,-1,0,1,1,0.2,0,0.7,0,0,0,0,0,1.5,64675,0,0,0,0,270,843,0,0,38,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7
Joe,Allen,MID,STK,5300000,1,16,2.3,4.33962264150943e-07,3.0188679245282997e-06,0,122649,3,11,0,0,0,0,0,3.0,21869,-2,1,16,2,0.6,0,3.0,1,0,1,0,1,2.0,14683,0,0,0,0,623,879,-1,0,84,Man City,Bournemouth,Watford,Leicester,Brighton,0.0,2.8,1.7,2.5,1.2,2.0,2.3,2.2,1.8,1.6,3.1,2.2,1.4,1.8,2.4,1.2,2.0,1.3,1.6,2.4,1.4,1.9,1.3,3.0,1.2,1.3,1.2,1.8,1.2,2.6,2.6,26.5
Bamidele,Alli,MID,TOT,9400000,2,35,5.0,5.31914893617021e-07,3.72340425531915e-06,0,826295,1,5,0,0,0,2,0,3.7,181453,-1,1,35,1,0.5,0,4.3,2,0,4,0,2,26.0,417525,0,0,0,1,621,24627,-1,0,104,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,6.0,4.7,4.5,5.2,5.3,4.6,6.5,7.2,4.7,5.1,5.4,6.9,3.5,6.7,7.5,5.9,7.5,3.0,4.9,7.3,7.4,4.1,7.0,5.1,7.4,5.8,2.7,5.5,2.7,6.0,5.3,59.4
Marcos,Alonso,DEF,CHE,7000000,2,32,4.6,6.57142857142857e-07,4.571428571428569e-06,0,485235,3,6,0,0,0,2,0,4.6,78306,0,0,32,0,0.4,0,2.7,3,0,2,0,0,17.2,516081,0,0,0,1,598,19305,0,0,138,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,6.6,4.2,5.4,3.6,6.2,4.8,3.4,5.0,5.0,6.3,4.4,4.9,6.4,5.3,3.8,4.1,6.0,5.2,6.9,5.8,4.3,4.7,5.4,6.3,3.6,6.5,6.9,5.0,6.6,5.5,5.4,42.8
Daniel,Amartey,MID,LEI,4400000,0,1,0.0476190476190476,1.08225108225108e-08,2.2727272727272702e-07,0,9089,0,2,0,0,0,0,0,0.2,1195,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.3,7675,0,0,0,0,18,1618,0,0,2,West Brom,Swansea,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7015,0,3,0,0,0,0,0,1.2,226,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.1,3611,0,0,0,0,198,2,0,0,11,Arsenal,Chelsea,Stoke,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,19496,0,0,0,0,0,0,0,0.0,5198,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,32769,0,0,0,0,0,8698,0,0,0,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7500000,3,16,2.7,3.6e-07,2.13333333333333e-06,0,39338,1,5,0,0,0,0,0,2.1,4049,0,0,16,0,0.3,0,2.0,0,0,3,0,1,0.5,50308,0,0,0,0,454,2300,0,0,43,Burnley,Brighton,Crystal Palace,Liverpool,Watford,1.4,3.3,1.8,3.2,1.6,3.4,1.6,1.4,2.6,4.1,1.4,3.4,1.4,1.6,3.1,1.4,3.8,3.5,1.4,2.0,1.4,2.5,2.6,2.2,2.5,1.7,3.1,1.4,2.0,1.4,3.9,27.8
Scott,Arfield,MID,BUR,4900000,2,16,0.7619047619047621,1.5549076773566598e-07,3.26530612244898e-06,0,7521,3,3,0,0,0,1,0,3.3,2367,-1,0,16,1,1.0,0,4.7,3,0,2,0,0,0.3,18863,0,0,0,1,361,6357,0,0,46,West Ham,Man City,Newcastle,Southampton,Swansea,0.5,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,12.1
Marko,Arnautovic,MID,WHU,6900000,0,3,0.14285714285714302,2.0703933747412e-08,4.3478260869565203e-07,0,88410,0,10,0,0,0,0,0,0.4,4164,-1,0,3,1,0.1,0,1.0,0,0,0,0,0,0.7,29762,0,0,0,0,219,1057,0,1,5,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.8
Harry,Arter,MID,BOU,4900000,0,8,1.6,3.26530612244898e-07,1.63265306122449e-06,0,25666,2,9,0,0,0,0,0,1.6,2815,-1,0,8,1,0.1,0,0.7,0,0,0,0,0,0.5,7895,0,0,0,0,450,359,0,0,63,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,1.0,0.8,1.0,0.8,1.1,1.5,1.0,0.9,1.1,0.8,1.3,0.8,1.9,1.8,0.8,2.1,0.8,1.0,1.3,0.8,1.4,0.8,0.8,1.2,1.0,1.5,0.8,0.8,1.0,1.3,0.8,13.8
Christian,Atsu,MID,NEW,5100000,2,24,3.4,6.66666666666667e-07,4.7058823529411794e-06,0,188330,0,6,0,0,0,1,0,4.7,50247,1,0,24,-1,0.8,0,4.3,2,0,1,0,1,4.3,270913,0,0,0,0,571,12672,0,0,65,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.0,4.4,3.1,4.7,1.7,2.4,2.4,3.5,4.3,4.9,2.0,2.4,2.4,4.1,2.3,3.9,2.0,3.3,3.7,2.7,3.1,1.8,3.1,3.4,3.5,2.8,5.1,3.4,3.8,3.4,3.2,35.0
Serge,Aurier,DEF,TOT,5900000,0,-1,-0.0476190476190476,-8.07102502017756e-09,-1.6949152542372902e-07,0,20196,0,2,0,0,0,0,0,-0.2,1261,-1,0,-1,1,-0.1,0,-0.3,0,0,0,0,0,0.2,23665,0,0,0,0,96,743,0,1,2,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Charlie,Austin,FWD,SOU,6200000,1,11,0.523809523809524,8.44854070660522e-08,1.7741935483871002e-06,0,61007,0,0,0,0,0,1,0,1.8,2566,-3,0,11,3,0.1,0,0.7,2,0,0,0,0,0.4,17178,0,0,0,0,61,986,0,0,37,Newcastle,West Brom,Brighton,Burnley,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.3
Andre,Ayew,MID,WHU,7000000,3,21,3.0,4.28571428571429e-07,3e-06,0,59016,1,7,0,0,0,1,0,3.0,5063,0,0,21,0,0.2,0,1.3,2,0,1,0,1,1.3,25452,0,0,0,0,367,1651,0,0,78,Burnley,Brighton,Crystal Palace,Liverpool,Watford,1.7,3.8,2.1,3.7,1.9,4.0,2.0,1.5,3.0,4.5,1.5,3.9,1.7,1.9,3.6,1.5,4.3,4.0,1.5,2.3,1.5,2.9,3.1,2.6,2.9,2.0,3.6,1.5,2.3,1.5,4.5,18.8
Jordan,Ayew,FWD,SWA,5000000,2,18,2.6,5.2e-07,3.6000000000000003e-06,0,126871,0,8,0,0,0,1,0,3.6,19978,0,0,18,0,0.4,0,2.0,0,0,3,0,0,3.5,188540,0,0,0,0,630,35975,0,0,72,Huddersfield,Leicester,Arsenal,Brighton,Burnley,1.4,2.0,1.4,2.5,2.6,2.4,2.6,2.9,1.8,1.3,2.9,2.7,2.2,3.3,1.3,2.2,2.4,2.7,2.4,1.3,2.5,2.5,2.3,1.3,1.9,2.3,2.5,2.2,1.3,2.8,2.5,21.5
Cesar,Azpilicueta,DEF,CHE,6600000,2,41,5.9,8.93939393939394e-07,6.21212121212121e-06,0,204190,1,6,0,0,0,0,0,6.2,30122,1,0,41,-1,1.1,0,7.3,5,0,3,0,4,15.1,362638,0,0,0,1,630,88460,0,0,191,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,8.5,5.8,7.6,5.4,8.1,6.9,5.1,7.1,7.1,8.5,6.0,7.0,8.1,7.5,5.6,6.0,7.7,7.4,8.9,7.5,6.2,6.8,6.9,8.7,5.4,8.9,8.9,6.9,8.9,7.8,7.7,33.7
Eric,Bailly,DEF,MUN,6200000,0,38,6.3,1.01612903225806e-06,6.12903225806452e-06,0,275502,2,2,0,0,0,1,0,6.1,103084,2,0,38,-2,0.6,0,3.7,3,0,5,0,0,16.0,514837,0,0,0,1,540,6728,0,0,157,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,6.2,7.9,7.6,8.5,9.2,9.4,9.4,4.8,6.6,9.4,7.3,5.8,8.4,8.0,6.3,9.4,8.3,9.3,8.8,7.0,7.7,7.9,9.4,6.4,7.3,6.1,9.4,7.0,9.4,6.9,7.8,23.2
Leighton,Baines,DEF,EVE,5900000,1,13,1.9,3.22033898305085e-07,2.20338983050847e-06,0,237898,1,12,0,0,0,0,0,2.2,33775,-1,0,13,1,0.2,0,1.0,0,0,1,0,0,6.2,37055,0,0,0,0,630,890,0,0,98,Brighton,Arsenal,Leicester,Watford,Crystal Palace,1.2,2.4,1.0,1.5,2.3,1.7,2.4,1.8,1.0,1.0,1.2,1.3,1.2,1.0,1.2,1.7,2.1,1.4,1.0,2.7,1.9,1.3,2.4,1.0,1.0,2.0,1.4,1.8,1.3,1.5,1.0,26.0
Tiemoue,Bakayoko,MID,CHE,5000000,2,14,2.3,4.6e-07,2.8e-06,0,35949,0,3,0,0,0,0,0,2.8,7934,0,0,14,0,0.6,0,3.0,0,0,1,0,1,1.7,85424,0,0,0,0,402,39251,0,0,75,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,2.6,1.2,2.2,1.2,1.7,1.3,1.6,1.8,1.7,2.0,1.2,2.4,1.7,1.6,1.5,1.8,1.6,2.1,2.4,1.5,1.2,1.5,1.9,2.2,1.2,2.5,2.5,1.3,3.2,1.6,2.0,16.8
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1066,0,0,0,0,0,0,0,0.0,103,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,437,0,0,0,0,0,83,0,0,0,Everton,West Ham,Southampton,Swansea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Bardsley,DEF,BUR,4300000,0,0,0.0,0.0,0.0,0,4105,0,0,0,0,0,0,0,0.0,327,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,710,0,0,0,0,0,90,-1,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,8523,0,0,0,0,0,0,0,0.0,332,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,599,0,0,0,0,0,37,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5200000,1,5,0.23809523809523803,4.57875457875458e-08,9.615384615384609e-07,0,28376,1,0,0,0,0,0,0,0.9,1615,-3,1,5,3,0.2,0,1.0,0,0,0,0,0,0.4,3205,0,0,0,0,118,671,-1,0,14,West Ham,Man City,Newcastle,Southampton,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,224,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,26,0,0,0,0,0,2,0,0,0,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,2,14,2.3,5.11111111111111e-07,3.11111111111111e-06,0,55635,0,8,0,0,0,0,0,3.1,5850,0,0,14,0,0.5,0,2.3,0,0,2,0,0,1.7,38427,0,0,0,0,540,7622,0,0,65,Leicester,Southampton,Man City,Huddersfield,Chelsea,1.5,2.0,1.3,1.5,1.7,1.8,2.4,2.5,2.6,1.2,1.4,1.2,2.9,3.4,1.2,2.4,1.9,1.2,1.7,1.9,1.9,1.8,2.4,1.7,1.8,2.2,1.2,2.2,1.5,1.3,2.0,23.1
Kyle,Bartley,DEF,SWA,4400000,0,3,0.14285714285714302,3.24675324675325e-08,6.81818181818182e-07,0,4455,0,1,0,0,0,0,0,0.7,190,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,647,0,0,0,0,75,12,0,0,18,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,1,2,0.5,6.17283950617284e-08,2.46913580246914e-07,0,69805,0,4,0,0,0,0,0,0.2,6043,-4,0,2,4,0.0,0,0.3,0,0,0,0,0,1.5,63137,1,0,0,0,98,57934,0,0,3,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
Jan,Bednarek,DEF,SOU,4300000,0,0,0.0,0.0,0.0,0,6573,0,0,0,0,0,0,0,0.0,382,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,754,0,0,0,0,0,92,0,0,0,Newcastle,West Brom,Brighton,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,6,20,2.9,6.44444444444444e-07,4.44444444444444e-06,0,97074,0,11,0,24,0,0,0,4.4,10134,0,0,20,0,0.7,0,3.0,0,0,1,0,0,4.1,31110,0,0,0,0,630,1843,0,0,124,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,3.1,2.0,2.5,2.0,3.3,2.8,2.9,3.0,3.5,1.4,3.7,1.6,4.2,3.1,2.4,4.2,1.7,2.6,3.5,2.6,3.3,1.5,2.5,3.8,3.5,4.2,1.6,2.5,3.2,2.4,2.5,16.4
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,8491,0,0,0,0,0,0,0,0.0,353,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,572,0,0,0,0,0,11,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,11,33,4.7,7.96610169491525e-07,5.5932203389830495e-06,0,295398,1,8,0,0,0,0,0,5.6,22022,-1,0,33,1,1.4,0,8.0,4,0,4,0,1,10.7,127636,0,0,0,1,630,29949,0,0,148,Watford,Everton,Swansea,Man City,Tottenham,4.5,2.4,5.7,2.4,5.9,3.0,7.0,5.8,4.0,2.4,7.0,7.0,3.3,2.9,5.9,2.4,7.0,3.3,6.8,3.9,5.2,2.7,6.4,2.4,7.0,6.5,2.4,7.0,2.4,6.5,3.0,31.6
Yohan,Benalouane,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,1994,0,0,0,0,0,0,0,0.0,148,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,417,0,0,0,0,0,73,0,0,0,West Brom,Swansea,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,0,9,1.5,1.97368421052632e-07,1.18421052631579e-06,0,361806,3,11,0,0,0,0,0,1.2,14852,-4,1,9,4,0.2,0,1.3,0,0,0,0,0,2.3,27449,0,0,0,0,521,124,-1,0,-11,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.0,0.0,0.0,0.0,1.4,1.4,0.8,0.8,1.3,0.8,0.8,1.1,1.5,0.8,1.0,0.8,0.8,0.8,1.0,1.0,0.8,0.8,0.9,0.8,1.3,1.0,1.4,1.3,1.1,1.0,1.0,21.3
Saido,Berahino,FWD,STK,5800000,0,8,2.0,3.44827586206897e-07,1.37931034482759e-06,0,25489,0,1,0,0,0,0,0,1.4,1875,-2,0,8,2,0.0,1,0.0,0,0,2,0,1,0.3,10162,0,0,0,0,220,550,0,0,16,Man City,Bournemouth,Watford,Leicester,Brighton,1.0,2.3,1.7,2.0,1.1,2.0,2.3,1.2,1.3,1.2,2.4,1.9,1.0,1.1,1.8,1.0,1.4,1.2,1.3,2.4,1.1,1.4,1.2,2.4,1.0,1.0,1.0,1.4,1.0,2.5,1.4,10.9
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,199,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,21,0,0,0,0,0,2,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7500000,1,7,0.33333333333333304,4.444444444444441e-08,9.33333333333333e-07,0,88487,0,1,0,0,0,0,0,0.9,2947,-5,1,7,5,0.1,0,1.0,0,0,0,0,0,0.6,13939,0,0,0,0,161,798,-1,0,35,Stoke,Burnley,West Brom,Arsenal,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.7
Ryan,Bertrand,DEF,SOU,5500000,1,25,3.6,6.54545454545455e-07,4.54545454545455e-06,0,364510,0,7,0,0,0,0,0,4.5,55908,0,0,25,0,0.5,0,3.0,2,0,3,0,0,10.9,198493,0,0,0,0,625,4231,0,0,123,Newcastle,West Brom,Brighton,Burnley,Liverpool,3.4,4.0,4.4,2.8,3.4,3.1,3.3,3.8,4.6,2.7,4.7,3.4,5.2,3.0,4.1,5.4,2.4,4.6,4.5,3.8,4.6,3.6,3.9,4.8,3.5,2.6,2.4,3.1,3.5,3.4,1.9,28.8
Muhamed,Besic,MID,EVE,4400000,0,2,0.0952380952380952,2.16450216450216e-08,4.54545454545455e-07,0,6417,0,0,0,0,0,0,0,0.5,1048,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.2,6801,0,0,0,0,46,1790,0,0,10,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Philip,Billing,MID,HUD,4500000,1,11,1.8,4e-07,2.44444444444444e-06,0,20528,2,3,0,0,0,0,0,2.4,2151,0,0,11,0,0.2,0,0.7,0,0,3,0,0,0.5,31373,0,0,0,0,361,780,0,0,49,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,2.1,0.9,0.9,1.3,1.3,0.9,0.9,1.5,1.5,1.0,1.4,1.5,1.3,1.0,1.1,2.0,0.9,1.3,0.9,1.8,1.0,1.4,1.3,1.6,1.1,0.9,0.9,1.5,1.9,0.9,2.3,11.7
Daley,Blind,DEF,MUN,5500000,0,19,4.8,8.72727272727273e-07,3.45454545454545e-06,0,135664,0,0,0,0,0,0,0,3.5,20063,0,0,19,0,0.1,0,0.3,0,0,3,0,0,1.7,125629,0,0,0,0,271,739,0,0,84,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,4.1,5.7,5.1,5.9,6.5,7.2,7.1,3.0,4.4,6.7,5.5,3.8,5.8,5.9,4.1,6.7,5.7,6.6,6.5,4.7,5.2,6.0,6.9,4.2,4.9,4.0,7.1,4.7,7.2,5.3,5.7,14.8
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,857,0,0,0,0,0,0,0,0.2,23,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,513,0,0,0,0,17,3,0,0,1,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6054,0,1,0,0,0,0,0,0.4,179,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1852,0,0,0,0,71,5,0,0,5,Man City,Bournemouth,Watford,Leicester,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,0,0,0.0,0.0,0.0,0,3183,0,0,0,0,0,0,0,0.0,168,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,397,0,0,0,0,0,45,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4400000,1,1,0.0476190476190476,1.08225108225108e-08,2.2727272727272702e-07,0,3384,0,2,0,0,0,0,0,0.2,162,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.1,406,0,0,0,0,90,75,0,0,13,Everton,West Ham,Southampton,Swansea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Wilfried,Bony,FWD,SWA,6000000,1,7,0.33333333333333304,5.5555555555555594e-08,1.16666666666667e-06,0,34206,1,2,0,0,0,0,0,1.2,9511,0,0,7,0,0.3,0,2.0,0,0,0,0,1,0.5,53815,0,0,0,0,168,2002,0,0,15,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.1
